LACodeId,LACodeDetail
157,E01000139
158,S01012080
159,S01011995
160,E01001624
161,E01005794
162,E01012562
163,E01014602
164,95II07W1
165,S01007232
166,W01000132
167,E01028352
168,E01007904
169,E01018991
170,E01001355
171,E01011137
172,E01004916
173,E01031799
174,95WW20S1
175,95PP15W1
176,E01003489
177,E01033712
178,W01000096
179,E01026990
180,E01027001
181,E01033380
182,E01019555
183,W01000861
184,E01016570
185,E01021319
186,E01023692
187,E01009799
188,E01025219
189,W01001759
190,W01001196
191,W01001265
192,E01017941
193,E01002954
194,E01019380
195,E01005145
196,E01002036
197,E01025055
198,E01019260
199,E01003588
200,S01009010
201,S01013118
202,E01030496
203,W01000188
204,E01032830
205,E01001835
206,E01015560
207,E01012261
208,E01030850
209,E01004375
210,S01008503
211,E01022112
212,E01030429
213,S01012614
214,E01001811
215,E01005577
216,E01005594
217,E01022801
218,E01018356
219,E01023846
220,E01010404
221,E01014688
222,E01014993
223,E01019098
224,E01011839
225,E01025527
226,95GG47S3
227,W01001148
228,S01010492
229,S01009419
230,E01017380
231,E01002759
232,E01008162
233,E01003925
234,E01023860
235,E01033633
236,E01009233
237,E01021654
238,S01007992
239,S01010774
240,E01006551
241,E01028275
242,E01023750
243,E01015910
244,E01015208
245,E01010262
246,E01009303
247,E01029039
248,E01010621
249,E01015292
250,E01015352
251,E01016946
252,E01000736
253,E01014498
254,S01013387
255,E01019951
256,S01009972
257,E01022635
258,E01022842
259,E01033025
260,E01029134
261,E01018566
262,W01001015
263,S01007832
264,S01013261
265,S01013076
266,E01005370
267,E01015680
268,E01024796
269,E01009289
270,E01016932
271,E01014913
272,E01024043
273,E01004339
274,E01003542
275,E01032628
276,E01030298
277,E01030325
278,E01012430
279,S01006536
280,E01027767
281,E01020573
282,E01001444
283,S01011725
284,E01017661
285,E01018209
286,E01018164
287,E01023776
288,E01032034
289,E01023979
290,E01019030
291,E01010311
292,E01009183
293,95DD18W1
294,E01024101
295,E01001765
296,E01021767
297,S01009735
298,E01025478
299,E01017450
300,E01033181
301,E01016655
302,E01020750
303,E01029222
304,E01004706
305,E01018046
306,E01031108
307,E01007153
308,S01007845
309,S01009176
310,W01000143
311,E01027302
312,E01027017
313,S01012226
314,E01032835
315,E01014181
316,E01024380
317,E01018849
318,E01009045
319,E01032239
320,95OO09W1
321,E01007047
322,E01016075
323,W01000940
324,E01011833
325,E01032182
326,E01031809
327,E01014680
328,E01017961
329,W01001177
330,E01020656
331,S01007444
332,E01012770
333,E01012874
334,S01010791
335,S01011500
336,E01026896
337,S01007329
338,E01014368
339,E01011947
340,S01007020
341,S01007534
342,E01020685
343,S01009842
344,E01015510
345,E01021488
346,E01014222
347,S01006706
348,S01006730
349,E01031827
350,E01033051
351,E01021673
352,E01017773
353,S01010592
354,S01011145
355,E01027508
356,E01000205
357,S01007335
358,E01023646
359,E01023077
360,95CC07W1
361,E01033585
362,S01007408
363,W01000446
364,E01005707
365,E01026771
366,E01007730
367,E01003553
368,S01007983
369,S01011380
370,E01032878
371,E01007671
372,E01008599
373,W01001595
374,E01023159
375,E01008767
376,S01006850
377,E01023963
378,E01009099
379,E01000725
380,S01012933
381,E01011875
382,W01000439
383,E01023809
384,E01010361
385,E01010426
386,E01004343
387,E01030210
388,E01011655
389,E01028157
390,E01022549
391,E01016559
392,E01023221
393,E01012195
394,E01032374
395,S01006782
396,E01023680
397,E01009943
398,E01009451
399,E01004217
400,S01009238
401,S01010358
402,E01023117
403,E01002538
404,E01000040
405,E01017037
406,E01017287
407,E01010500
408,E01014421
409,W01001285
410,E01023298
411,E01030504
412,E01011150
413,S01009449
414,E01013787
415,E01033494
416,E01016326
417,E01002374
418,E01018245
419,E01023225
420,E01014277
421,E01001878
422,E01006234
423,E01015000
424,E01004209
425,E01030472
426,E01017904
427,E01012766
428,S01011139
429,E01008216
430,E01013907
431,E01005874
432,E01015248
433,E01023850
434,E01032369
435,E01031024
436,E01020952
437,E01009079
438,E01033696
439,95CC09S1
440,E01001011
441,E01012865
442,S01007963
443,E01025502
444,E01024267
445,E01028935
446,E01030714
447,E01006270
448,E01030109
449,E01007110
450,E01022625
451,E01007109
452,E01001421
453,E01000146
454,E01032949
455,E01015105
456,E01001604
457,E01018430
458,E01032821
459,E01020862
460,E01012352
461,S01008430
462,S01013290
463,E01001468
464,E01012972
465,E01002957
466,E01002919
467,E01007082
468,E01001397
469,E01008463
470,E01026509
471,E01016566
472,E01022644
473,E01012254
474,E01002830
475,E01010452
476,E01009484
477,S01013102
478,S01013116
479,E01025510
480,E01019170
481,E01013648
482,E01011576
483,E01028655
484,E01003323
485,E01003167
486,E01010090
487,E01010511
488,E01016926
489,E01002125
490,S01011339
491,E01028218
492,E01017038
493,E01010518
494,E01007489
495,S01008076
496,S01011306
497,S01009573
498,W01000489
499,E01011685
500,E01026763
501,E01026272
502,E01003108
503,E01018392
504,E01006367
505,E01006256
506,S01007085
507,E01007545
508,E01024594
509,E01028394
510,E01027128
511,E01007353
512,S01008349
513,E01002199
514,E01027136
515,E01026813
516,E01012043
517,E01003900
518,E01002673
519,E01012648
520,E01025837
521,E01011223
522,E01018615
523,E01032691
524,E01024799
525,E01029482
526,S01011205
527,E01008491
528,S01007328
529,E01016336
530,E01031863
531,E01014304
532,E01012530
533,S01009128
534,E01030297
535,E01028132
536,E01000942
537,E01003141
538,E01029062
539,95SS19S2
540,E01013210
541,E01007512
542,E01032470
543,E01001433
544,E01020283
545,E01022578
546,S01010696
547,S01009271
548,S01012676
549,E01007061
550,E01033272
551,E01009188
552,E01007499
553,E01003626
554,S01008943
555,E01025859
556,E01006177
557,E01015837
558,E01006362
559,E01027861
560,W01001420
561,E01030829
562,E01030479
563,E01011519
564,E01005291
565,S01010524
566,E01029770
567,E01009084
568,S01013169
569,S01013180
570,E01022133
571,E01002481
572,S01012189
573,E01019105
574,E01001074
575,E01031197
576,E01014054
577,S01012464
578,S01009406
579,E01005098
580,E01000277
581,E01018205
582,E01006834
583,E01018689
584,S01006522
585,E01014797
586,S01013441
587,E01018969
588,E01005171
589,E01008670
590,E01008880
591,E01000557
592,E01008787
593,S01006721
594,E01020032
595,S01013101
596,S01009490
597,E01030235
598,E01016261
599,E01017443
600,E01022711
601,S01006834
602,S01008824
603,E01030475
604,E01011481
605,E01008582
606,E01005391
607,E01010345
608,E01023719
609,E01022294
610,E01030005
611,E01026147
612,E01005207
613,E01027984
614,E01026341
615,S01010504
616,E01030585
617,E01001371
618,E01029491
619,E01009449
620,S01008631
621,S01008535
622,S01008743
623,E01017740
624,S01009582
625,E01008522
626,E01028338
627,E01028169
628,E01018214
629,E01000085
630,E01015557
631,E01020207
632,E01031155
633,S01009746
634,E01014029
635,S01008030
636,S01012448
637,S01009326
638,W01001905
639,E01013694
640,E01008391
641,E01026837
642,E01033740
643,S01012272
644,E01030738
645,E01024207
646,E01026387
647,S01011402
648,E01027243
649,E01026751
650,S01007286
651,E01008729
652,E01009467
653,E01025946
654,S01009690
655,E01033653
656,E01007442
657,W01001271
658,S01013241
659,E01032609
660,E01013105
661,S01010659
662,E01026712
663,E01023509
664,E01013351
665,S01006535
666,E01010147
667,E01007183
668,E01021902
669,E01029478
670,E01003597
671,S01010137
672,E01002161
673,E01027940
674,E01005336
675,E01024022
676,E01018921
677,E01008986
678,E01025178
679,S01009121
680,E01028229
681,E01008005
682,E01029300
683,E01012013
684,E01023818
685,E01006282
686,E01031400
687,E01010842
688,E01021064
689,E01033052
690,E01019214
691,E01024318
692,E01013018
693,E01027931
694,E01026885
695,E01008104
696,E01017217
697,E01014139
698,E01018860
699,E01002458
700,E01023733
701,E01027577
702,E01029147
703,W01001791
704,E01031206
705,E01024167
706,E01029474
707,E01001730
708,S01010444
709,S01011787
710,E01023394
711,E01030307
712,E01030539
713,E01028503
714,E01022777
715,E01002330
716,E01001620
717,E01003093
718,E01010609
719,E01000787
720,E01014977
721,E01031274
722,S01007502
723,S01013119
724,E01012735
725,E01010975
726,S01008027
727,E01016577
728,S01006588
729,E01031284
730,E01001057
731,E01019842
732,S01008678
733,S01008207
734,E01023352
735,E01024782
736,E01027067
737,S01012142
738,E01015899
739,E01002880
740,S01006606
741,S01006948
742,E01023747
743,95OO04W1
744,W01001813
745,E01019948
746,E01006094
747,E01017471
748,E01008863
749,E01033456
750,E01017289
751,E01000084
752,E01003250
753,E01014314
754,E01010378
755,95FF13W1
756,S01007707
757,S01008259
758,S01009543
759,E01017486
760,S01012603
761,E01028192
762,E01026991
763,E01026849
764,E01002262
765,E01019805
766,E01007429
767,E01029527
768,E01008976
769,E01031463
770,E01020469
771,E01004292
772,E01018479
773,E01018744
774,E01005972
775,E01004730
776,E01028784
777,E01001263
778,S01006760
779,E01022039
780,E01001623
781,E01017259
782,E01010456
783,E01023930
784,95JJ14W1
785,E01020389
786,W01001008
787,S01007806
788,E01019392
789,E01006059
790,E01016432
791,W01001842
792,S01007902
793,E01008859
794,W01000921
795,E01002899
796,E01014106
797,E01032075
798,E01000770
799,95DD07S2
800,95DD22S2
801,E01017743
802,E01030396
803,E01032845
804,W01000583
805,E01015213
806,E01004836
807,E01021028
808,E01022987
809,95KK07W1
810,E01001166
811,E01013536
812,S01008184
813,S01011549
814,S01012780
815,E01017441
816,E01013820
817,E01027229
818,W01001601
819,E01017325
820,E01016260
821,95JJ20S2
822,W01000980
823,E01007634
824,E01032764
825,E01023097
826,E01015727
827,E01024400
828,E01021111
829,E01000833
830,E01024251
831,S01008305
832,E01033043
833,E01032488
834,E01026566
835,E01015066
836,E01002572
837,E01000811
838,E01014493
839,W01001037
840,E01007123
841,S01007749
842,E01013571
843,E01003551
844,S01012720
845,E01023483
846,E01021161
847,E01012093
848,95BB19S1
849,E01033242
850,E01020468
851,W01001309
852,S01007736
853,E01013809
854,E01005958
855,S01011069
856,E01018475
857,E01029442
858,E01011347
859,E01028120
860,S01012192
861,E01023884
862,E01011548
863,E01029167
864,E01016879
865,95JJ11S2
866,E01015399
867,E01020102
868,S01010298
869,S01008365
870,S01012105
871,E01026303
872,E01017057
873,E01019533
874,E01016471
875,E01017174
876,E01006260
877,E01023689
878,E01010123
879,E01020421
880,S01011763
881,S01011408
882,E01028237
883,E01026843
884,E01003084
885,E01029405
886,E01010344
887,E01010301
888,E01020484
889,95GG18S2
890,E01009855
891,S01008034
892,E01001553
893,E01026878
894,E01000259
895,E01023602
896,E01004111
897,E01008792
898,E01015886
899,S01012293
900,E01015236
901,E01025385
902,95YY13S1
903,E01004451
904,E01020014
905,S01012940
906,S01007393
907,S01012532
908,E01026640
909,E01002585
910,E01012488
911,E01009104
912,E01010589
913,E01016889
914,E01014981
915,E01014973
916,E01000769
917,E01014944
918,S01008851
919,E01030899
920,E01000233
921,E01030282
922,E01026212
923,E01017126
924,E01003661
925,E01033741
926,E01002400
927,E01025398
928,E01016857
929,95SS21S1
930,E01024709
931,95LL07W1
932,E01000442
933,S01009118
934,S01010431
935,E01010998
936,E01013782
937,E01026161
938,E01011407
939,E01011421
940,E01033089
941,S01012661
942,E01027214
943,E01002313
944,E01023780
945,E01019722
946,E01013427
947,S01007021
948,E01021981
949,E01019938
950,E01012747
951,E01022316
952,E01002974
953,E01006508
954,W01000396
955,W01000144
956,E01027109
957,W01001356
958,E01028560
959,S01010531
960,E01019721
961,E01031936
962,S01009122
963,E01022350
964,E01003722
965,E01029938
966,S01010846
967,W01000797
968,E01023996
969,E01024024
970,E01019007
971,E01014500
972,E01033458
973,S01008291
974,E01004099
975,E01012507
976,E01029623
977,S01006630
978,E01031283
979,E01012593
980,S01007420
981,E01010898
982,S01009290
983,E01032509
984,E01028162
985,E01018750
986,E01007422
987,E01007573
988,W01000959
989,E01022661
990,E01004574
991,S01007213
992,S01007865
993,S01007789
994,E01009750
995,E01000117
996,E01017910
997,E01033106
998,E01030245
999,E01008877
1000,E01018887
1001,E01012026
1002,E01004871
1003,95SS13S1
1004,E01018380
1005,E01025966
1006,E01006158
1007,E01028412
1008,E01028332
1009,E01025000
1010,E01001189
1011,E01005787
1012,E01010271
1013,95DD05W1
1014,E01014916
1015,E01009667
1016,E01003540
1017,E01019923
1018,E01023827
1019,E01025869
1020,S01012655
1021,E01027466
1022,E01028429
1023,W01000714
1024,E01014153
1025,E01020176
1026,E01002817
1027,S01007025
1028,E01014939
1029,E01021238
1030,S01008618
1031,E01002210
1032,S01010624
1033,E01013808
1034,E01006292
1035,E01005604
1036,S01010859
1037,E01019825
1038,E01005872
1039,E01028978
1040,S01006662
1041,E01009253
1042,95WW03S1
1043,E01031210
1044,E01032531
1045,S01008701
1046,E01024363
1047,E01029085
1048,E01014718
1049,E01018240
1050,S01013047
1051,S01008318
1052,S01011347
1053,E01005254
1054,E01003822
1055,S01006862
1056,E01009397
1057,E01024862
1058,S01007656
1059,S01012902
1060,E01017734
1061,S01011244
1062,E01013938
1063,E01033421
1064,E01001697
1065,E01000699
1066,95GG17S2
1067,E01000360
1068,S01007167
1069,E01000001
1070,S01008741
1071,E01017902
1072,E01033108
1073,E01003684
1074,S01012518
1075,S01009739
1076,E01015720
1077,E01032920
1078,E01033291
1079,E01023517
1080,E01002595
1081,E01029404
1082,E01031429
1083,S01009819
1084,S01012887
1085,E01013032
1086,E01000070
1087,E01030443
1088,E01002099
1089,E01005475
1090,E01018927
1091,E01023236
1092,W01000513
1093,E01032816
1094,E01010517
1095,E01029823
1096,E01012346
1097,W01000316
1098,E01021836
1099,S01009984
1100,E01027712
1101,E01005737
1102,E01003318
1103,E01014234
1104,E01018238
1105,S01008261
1106,S01011532
1107,E01012967
1108,E01005448
1109,E01015076
1110,E01015120
1111,E01025507
1112,E01007856
1113,W01000800
1114,E01002645
1115,E01023970
1116,95MM10S2
1117,E01009558
1118,E01028035
1119,S01008589
1120,E01030493
1121,S01010506
1122,E01028968
1123,E01018608
1124,E01009932
1125,E01021083
1126,E01010755
1127,S01008941
1128,E01006244
1129,E01028201
1130,E01026765
1131,E01015638
1132,E01015094
1133,E01023470
1134,E01018823
1135,E01009664
1136,S01007619
1137,E01023338
1138,E01022593
1139,E01017771
1140,S01009731
1141,E01025874
1142,E01004726
1143,S01011979
1144,E01017350
1145,E01031867
1146,E01003160
1147,E01011977
1148,E01029494
1149,E01023066
1150,E01019295
1151,E01013224
1152,E01000362
1153,S01008787
1154,E01023140
1155,E01024586
1156,E01026826
1157,E01030634
1158,E01006212
1159,E01014422
1160,E01015327
1161,E01014023
1162,E01029909
1163,E01008682
1164,E01016692
1165,E01030545
1166,E01029221
1167,E01021036
1168,E01020844
1169,S01012263
1170,E01033424
1171,E01002930
1172,E01005205
1173,E01005437
1174,S01010886
1175,E01008008
1176,E01012950
1177,E01019190
1178,E01020859
1179,E01009915
1180,E01017785
1181,E01016115
1182,E01022781
1183,E01015958
1184,E01007441
1185,E01002396
1186,E01029505
1187,E01002089
1188,E01025886
1189,E01027235
1190,E01008083
1191,E01032805
1192,E01014242
1193,E01029133
1194,E01033607
1195,E01032317
1196,E01027854
1197,E01010728
1198,E01004206
1199,S01009257
1200,E01000069
1201,S01007903
1202,E01006582
1203,E01027075
1204,E01000154
1205,E01028561
1206,E01018066
1207,E01003972
1208,E01023640
1209,E01001346
1210,E01010675
1211,E01025210
1212,S01010584
1213,S01011568
1214,W01001641
1215,E01015614
1216,E01002358
1217,E01022704
1218,E01003173
1219,E01000380
1220,E01009983
1221,E01016762
1222,E01026550
1223,E01006334
1224,E01026384
1225,W01000303
1226,E01018497
1227,E01003529
1228,E01030788
1229,E01016343
1230,W01000594
1231,E01032823
1232,S01011058
1233,S01009769
1234,S01012716
1235,E01028405
1236,E01028077
1237,S01011961
1238,E01015956
1239,E01001112
1240,E01015480
1241,E01032871
1242,E01001958
1243,E01004656
1244,E01025492
1245,S01007493
1246,E01020687
1247,S01010061
1248,S01012566
1249,E01007377
1250,E01021494
1251,E01000349
1252,E01013133
1253,E01032468
1254,E01026888
1255,S01012524
1256,E01025992
1257,E01001460
1258,E01012242
1259,E01001369
1260,S01006512
1261,S01006709
1262,E01007190
1263,S01007440
1264,S01010067
1265,E01024593
1266,S01011358
1267,S01012788
1268,E01020341
1269,E01030725
1270,E01001272
1271,E01022025
1272,W01001417
1273,S01009051
1274,S01010359
1275,S01008346
1276,E01013113
1277,E01021748
1278,E01009401
1279,E01012719
1280,S01010672
1281,E01011366
1282,E01011336
1283,S01012060
1284,E01019800
1285,W01000834
1286,E01004752
1287,E01009583
1288,S01013319
1289,S01010710
1290,E01006690
1291,E01005632
1292,E01008205
1293,E01016677
1294,E01004033
1295,E01015504
1296,E01006364
1297,S01010635
1298,E01013975
1299,E01000555
1300,E01007996
1301,E01023511
1302,E01006139
1303,E01023504
1304,E01031272
1305,E01030872
1306,E01006779
1307,E01026940
1308,E01017043
1309,E01006297
1310,95GG43S1
1311,E01031280
1312,S01007196
1313,E01020054
1314,E01030879
1315,E01030589
1316,E01005530
1317,S01012577
1318,S01011413
1319,E01000898
1320,E01005517
1321,E01018137
1322,E01029606
1323,E01004636
1324,E01018813
1325,E01001252
1326,E01013387
1327,E01027616
1328,E01022856
1329,E01022895
1330,S01009580
1331,E01025914
1332,W01000911
1333,E01005837
1334,S01006629
1335,S01010165
1336,S01008152
1337,E01032626
1338,E01002168
1339,S01009727
1340,E01017294
1341,E01001642
1342,E01031879
1343,E01011527
1344,E01015463
1345,E01004767
1346,E01014852
1347,E01025082
1348,E01007260
1349,E01020865
1350,95II03S2
1351,E01007523
1352,E01004284
1353,S01008958
1354,E01019901
1355,S01007475
1356,S01009222
1357,E01016062
1358,E01016833
1359,S01011420
1360,S01010895
1361,E01003105
1362,E01021279
1363,E01028877
1364,E01004674
1365,E01006876
1366,E01029086
1367,S01008203
1368,E01002958
1369,E01016356
1370,E01023494
1371,E01008888
1372,E01029073
1373,W01001290
1374,E01024415
1375,E01020072
1376,E01022263
1377,E01030041
1378,E01026113
1379,E01026232
1380,E01013852
1381,E01026864
1382,W01000576
1383,E01011998
1384,E01009163
1385,E01025060
1386,95DD17W1
1387,E01013989
1388,E01013912
1389,E01028078
1390,E01016415
1391,E01017249
1392,E01020940
1393,E01014581
1394,E01023496
1395,S01007734
1396,S01007436
1397,E01014010
1398,E01022800
1399,E01007805
1400,E01004509
1401,E01012201
1402,E01031473
1403,E01014733
1404,E01018220
1405,E01000371
1406,S01012835
1407,E01022280
1408,E01006295
1409,E01032620
1410,E01030624
1411,W01000840
1412,E01016518
1413,E01029604
1414,E01027695
1415,E01010570
1416,W01001799
1417,E01000478
1418,E01006688
1419,W01001348
1420,E01008003
1421,E01001695
1422,E01030704
1423,E01032100
1424,S01007517
1425,S01009898
1426,S01010009
1427,E01022188
1428,E01028175
1429,E01018805
1430,E01015433
1431,W01000336
1432,E01024129
1433,S01008134
1434,E01032940
1435,E01008631
1436,E01026340
1437,S01012074
1438,E01027874
1439,E01025333
1440,95WW06S2
1441,95PP14S1
1442,E01003633
1443,S01013281
1444,S01008363
1445,E01022168
1446,E01006977
1447,E01019013
1448,E01020787
1449,E01015857
1450,E01012078
1451,E01032902
1452,E01027764
1453,S01009944
1454,E01014050
1455,E01012958
1456,E01030055
1457,S01006720
1458,E01009360
1459,E01029033
1460,E01029228
1461,E01025365
1462,E01015356
1463,W01001787
1464,E01021404
1465,E01001836
1466,E01030956
1467,E01013118
1468,E01030694
1469,E01016784
1470,E01032982
1471,E01027208
1472,E01015247
1473,E01027909
1474,E01029922
1475,S01008583
1476,S01010284
1477,E01017587
1478,E01003839
1479,E01006717
1480,E01025839
1481,E01005506
1482,S01010890
1483,E01016376
1484,E01004599
1485,E01012510
1486,E01023904
1487,S01006724
1488,E01009248
1489,E01032125
1490,E01010838
1491,W01001105
1492,S01007572
1493,E01012314
1494,E01013322
1495,E01009819
1496,S01008168
1497,E01016579
1498,E01007359
1499,E01019021
1500,E01012486
1501,E01029514
1502,E01021365
1503,E01019208
1504,E01021386
1505,E01027104
1506,E01028585
1507,S01012225
1508,E01024456
1509,E01002634
1510,95II02S3
1511,E01019101
1512,E01030115
1513,W01001228
1514,S01007663
1515,E01013170
1516,S01009001
1517,S01008690
1518,E01020294
1519,E01020088
1520,E01012966
1521,E01026819
1522,E01029746
1523,E01003154
1524,E01000713
1525,E01031171
1526,E01020458
1527,E01020435
1528,E01022288
1529,E01022224
1530,E01016143
1531,E01008640
1532,E01004727
1533,E01016700
1534,E01002287
1535,E01003298
1536,E01010348
1537,E01009416
1538,95KK01W1
1539,E01032661
1540,E01026045
1541,E01000271
1542,S01009818
1543,S01008322
1544,E01002419
1545,E01017788
1546,S01010604
1547,E01026156
1548,E01009338
1549,E01012974
1550,E01007083
1551,W01000152
1552,E01026762
1553,E01007344
1554,W01000672
1555,E01017227
1556,E01029360
1557,E01024306
1558,E01024151
1559,S01007840
1560,S01007592
1561,S01013395
1562,E01020234
1563,E01003168
1564,E01002414
1565,E01006387
1566,S01006876
1567,E01007128
1568,E01000503
1569,E01031588
1570,W01000631
1571,S01006659
1572,E01032262
1573,95VV25S2
1574,E01024544
1575,E01024076
1576,S01010484
1577,E01002939
1578,E01025951
1579,S01008849
1580,E01019912
1581,E01011240
1582,E01017608
1583,E01033268
1584,E01005810
1585,E01019881
1586,E01026106
1587,E01009846
1588,S01007415
1589,E01030455
1590,E01013651
1591,E01000929
1592,S01006889
1593,E01011063
1594,E01020908
1595,S01011322
1596,E01005649
1597,E01032960
1598,E01016223
1599,E01014267
1600,E01001297
1601,E01029641
1602,E01010222
1603,E01032660
1604,95RR14W1
1605,E01007230
1606,E01029923
1607,S01007792
1608,E01013550
1609,E01001544
1610,E01010996
1611,E01019376
1612,E01025846
1613,E01005250
1614,E01008644
1615,E01008684
1616,E01014145
1617,W01001237
1618,E01018514
1619,E01006502
1620,E01008386
1621,E01008525
1622,E01026577
1623,E01026643
1624,E01017347
1625,E01027777
1626,E01023723
1627,W01001825
1628,S01013267
1629,S01010437
1630,S01011291
1631,S01009364
1632,E01007024
1633,W01000369
1634,S01011394
1635,E01000262
1636,E01018784
1637,E01015161
1638,W01000703
1639,E01028933
1640,E01006847
1641,E01032128
1642,E01016872
1643,E01021165
1644,E01007552
1645,E01007151
1646,E01021277
1647,E01030953
1648,E01012784
1649,E01006568
1650,E01002781
1651,E01001238
1652,W01000892
1653,E01017819
1654,E01021274
1655,E01021917
1656,E01029375
1657,E01010065
1658,95GG16S2
1659,E01026597
1660,E01008156
1661,E01007410
1662,E01008743
1663,E01007503
1664,E01004407
1665,E01012973
1666,E01016155
1667,S01012711
1668,E01019693
1669,E01027951
1670,E01019035
1671,E01016317
1672,E01017389
1673,E01021087
1674,E01029377
1675,S01006623
1676,S01007026
1677,E01027573
1678,E01014637
1679,E01018366
1680,E01031103
1681,S01010979
1682,S01010658
1683,E01006780
1684,E01006610
1685,W01000139
1686,E01032650
1687,E01020363
1688,E01000815
1689,E01032765
1690,E01030046
1691,E01030315
1692,E01006290
1693,E01008424
1694,E01027211
1695,E01029659
1696,E01029607
1697,E01009351
1698,E01024497
1699,E01013220
1700,E01024575
1701,E01000871
1702,E01030671
1703,E01006284
1704,S01006825
1705,E01030590
1706,E01009713
1707,E01023133
1708,E01003767
1709,E01016161
1710,S01007343
1711,E01018111
1712,E01010555
1713,E01012332
1714,S01008436
1715,E01025545
1716,E01022462
1717,S01010656
1718,E01025621
1719,E01008484
1720,W01001479
1721,E01003277
1722,S01012343
1723,E01010086
1724,S01006894
1725,E01020916
1726,S01008969
1727,S01013212
1728,E01022270
1729,E01014295
1730,E01011908
1731,E01011814
1732,E01010347
1733,E01009138
1734,E01000728
1735,E01004199
1736,E01030502
1737,E01017732
1738,E01006552
1739,E01005305
1740,E01017480
1741,E01014130
1742,E01001261
1743,E01033253
1744,E01018738
1745,E01013719
1746,E01004992
1747,E01027216
1748,E01026029
1749,E01023480
1750,E01009204
1751,95JJ04S2
1752,E01019112
1753,W01000298
1754,E01020834
1755,S01009165
1756,S01008154
1757,E01030444
1758,E01012793
1759,E01030521
1760,E01025677
1761,W01000113
1762,E01006114
1763,E01008575
1764,E01027055
1765,E01026827
1766,S01012041
1767,E01025274
1768,E01032901
1769,E01033536
1770,E01033150
1771,E01018974
1772,E01027918
1773,E01008434
1774,E01018996
1775,E01011753
1776,E01025521
1777,E01009057
1778,95GG06S3
1779,W01000259
1780,W01001044
1781,E01032420
1782,E01030393
1783,E01019036
1784,E01019781
1785,E01007942
1786,E01003970
1787,E01016183
1788,E01018495
1789,E01012359
1790,S01013410
1791,E01025001
1792,S01010831
1793,W01000695
1794,E01033190
1795,E01006875
1796,E01011221
1797,E01003530
1798,S01010494
1799,S01010288
1800,E01032615
1801,E01008709
1802,E01012197
1803,E01024886
1804,E01000460
1805,S01013094
1806,S01009105
1807,S01009802
1808,S01013199
1809,E01022138
1810,W01001932
1811,E01007781
1812,E01015502
1813,W01001183
1814,W01001307
1815,E01030474
1816,E01025986
1817,E01006115
1818,E01008760
1819,E01015847
1820,E01028905
1821,E01021636
1822,S01007163
1823,E01010072
1824,S01013320
1825,S01011129
1826,S01010778
1827,E01011461
1828,E01026967
1829,E01029658
1830,95RR02W1
1831,E01003616
1832,E01020107
1833,E01019915
1834,S01012810
1835,E01030061
1836,E01007004
1837,E01011738
1838,E01019510
1839,E01022525
1840,E01007708
1841,E01022645
1842,E01002882
1843,E01001861
1844,E01006842
1845,E01023691
1846,E01019618
1847,S01008056
1848,E01011736
1849,E01028241
1850,W01001638
1851,S01010828
1852,E01004734
1853,E01030844
1854,E01017657
1855,S01009604
1856,E01025684
1857,E01027288
1858,E01009516
1859,E01009465
1860,S01008784
